url,descripcion,imagen
https://www.groupon.es/deals/fotografy-1?deal_option=69b353aa-ef84-423a-af47-a85470b79952,"Elige entre 2 opciones:
Curso intensivo de iniciación a la fotografía con prácticas en el exterior durante 4 horas por 24,95 € en vez de 79 €
Curso intensivo de fotografía de 8 horas con prácticas en el exterior por 39,95 € en vez de 115 €
Curso intensivo de iniciación a la fotografía con prácticas en el exterior durante 4 horas:
Este curso está pensado para dar los primeros pasos en la fotografía.
Tiene una duración de 4 horas y está enfocado en enseñar al alumno a conocer y usar su cámara de forma creativa.
Se empieza con la enseñanza de los tres principios básicos para controlar las fotografías: el obturador, el diafragma y la elección del ISO y de ahí se va, cámara en mano, a sacar las primeras fotografías en las que el alumno maneja el encuadres, controla la luz y los efectos siempre con la supervisión del profesor. Se aprende a manejar con soltura los modos semi-atomáticos, a entender su utilidad y sentido y a obtener las fotos que uno quiere.
Con este curso se pueden sacar fotos bien expuestas, enfocadas y con efectos como estelas de movimiento, desenfoque del fondo, entre otros. Sólo se necesita una cámara de fotos, a ser posible reflex. Con esto es suficiente para aprender fotografía y hacer buenas fotos.
Contenido y requisitos del curso
Curso intensivo de fotografía de 8 horas con prácticas en el exterior:
El curso consta de dos sesiones en días diferentes. 
En la primera sesión de 4 horas se dará una explicación teórico-práctica de los fundamentos de la fotografía digital y terminando con una salida fotográfica donde el alumno ejercitará lo aprendido con el apoyo del profesor. 
En la segunda parte, también de 4 horas, el alumno seguirá con la práctica pero esta vez se propondrá un ejercicio fotográfico con un objetivo concreto que se valorará en clase uno a uno junto con el resto de compañeros.
Contenidos del curso
Primera sesión
Aula
Introducción y aspectos básicos. Cámara, ajustes, botones, menús, entre otros.
La luz y la forma. Cómo miramos la realidad y cómo la mira la cámara. 
¿La luz se mide? Entender el fotómetro de la cámara. 
Exposición. Cómo se mide la luz en fotografía. Balance de blancos. Compensación. 
Enfocando. Autofoco y foco manual. 
Apertura. Una forma de controlar la luz. Paisajes nítidos y con gancho. 
Obturador. Otra forma de controlar la luz. Capturar el instante. Huir de las fotos borrosas, o no. Barridos y congelación del sujeto. 
Modos semiautomáticos. Prioridad a la apertura y a la velocidad. 
Sensibilidad ISO. Ajustar la cámara a la escena. Un paso más en el control de la luz. 
Formatos. RAW, JPG, DNG. 
Ajustes de la cámara. 
Práctica fotográfica
Práctica I. Poner en práctica lo aprendido. Salimos a tirar fotos guiados por el profesor. 
En ella ejercitaremos las técnicas de enfoque, medición de luz, obturación, apertura de diafragma, ISO. 
Segunda sesión
Aula
Componer. Tres consejos para que tus fotos vayan mejorando notablemente. 
La mirada. La forma única que tenemos de ver la realidad. 
Guardar y organizar tus fotos. 
Un retoque básico pero imprescindible. Fundamentos del Lightroom. 
Práctica fotográfica
Práctica II. Se propone un plan de trabajo con un objetivo fotográfico concreto. 
Valoración en grupo del ejercicio realizado por cada alumno. 
Requisitos
Cámara de fotos reflex o compacta con función manual.
Con el Smartphone podemos introducirnos en la fotografía y conocer sus principios, aunque solo los de gama alta nos permiten el manejo en modo manual.",https://img.grouponcdn.com/deal/3Nbwgozszi1ehVyfK356/Ar-2048x1229/v1/c870x524.webp
https://www.groupon.es/deals/fotografy-8?deal_option=d199eda5-8b1f-4ede-9df0-92713dd0fbf5,,https://img.grouponcdn.com/deal/nv7ucLgbdbSbw4moK1yN/47-2048x1229/v1/c870x524.webp
https://www.groupon.es/deals/foto-erotica-madrid-3?deal_option=346b8808-bbd4-454c-9e2c-f047cf3f3be2,"Qué incluye:
Curso intensivo de iniciación a la fotografía con prácticas en el exterior
Este curso está pensado para dar los primeros pasos en la fotografía
Tiene una duración de 4 horas
Está enfocado en enseñar al alumno a conocer y usar su cámara de forma creativa
Se empieza con la enseñanza de los tres principios básicos para controlar las fotografías: el obturador, el diafragma y la elección del ISO y de ahí se va, cámara en mano, a sacar las primeras fotografías en las que el alumno maneja el encuadre, controla la luz y los efectos siempre con la supervisión del profesor
Se aprende a manejar con soltura los modos semi-automáticos, a entender su utilidad y sentido y a obtener las fotos que uno quiere
Con opción a:
Curso de edición de 2 horas
Curso donde se enseña al alumno a realizar los primeros ajustes de la foto en Camera Raw, corrigiendo la exposición, el equilibrio de blancos y el contraste, para dotar a la foto de un balance tonal adecuado
Después se continúa en Photoshop, donde se aprende las técnicas básicas del retoque y la composición digital, como la limpieza de imperfecciones en la piel, eliminación y sustitución de fondos, mejora de cielos, etc.
Para la realización de este curso, los alumnos deberán contar con ordenador con el programa de edición mencionado.
Si se cambia la primera reserva, se solicitará una fianza de 10€ para las siguientes reservas.",https://img.grouponcdn.com/deal/7zJGdLJGjsbZWMAtHu4R8LYxJZm/7z-1600x1000/v1/c870x524.webp
https://www.groupon.es/deals/evil-eva-burlesque-school-3,,https://img.grouponcdn.com/iam/39ZN6GmadezJ8iBW2i6zJL2iiSnw/39-2048x1228/v1/c870x524.webp
https://www.groupon.es/deals/centro-el-lucero-7,"Qué incluye:
8 clases de flamenco nivel iniciación 0
En estas clases se enseña:
A mover los pies, pero también los brazos y las manos
A realizar giros con arte flamenco y sin perder el equilibrio
A realizar marcajes y toda la técnica corporal que se necesita dominar para bailar flamenco
Información adicional:
Duración de las clases: 60 minutos
Horarios de las clases:
lunes y miércoles de 18:30 a 19:30
martes y jueves de 11:30 a 12:30
martes y jueves de 15:30 a 16:30 horas
Una vez canjeado el cupón las clases se dan durante un mes",https://img.grouponcdn.com/deal/2S8YMSdB9ZoFfrvS7vmvjNZDUR7V/2S-1030x618/v1/c870x524.webp
https://www.groupon.es/deals/hakuna-bachata-3,"Una Clase de Salsa
Clases de salsa divertidas donde conocer gente, aprender y pasarlo genial
Clases de Salsa para todas las edades.
En un entorno precioso al exterior.
Baila, desconecta y disfruta.",https://img.grouponcdn.com/metro_draft_service/VaKknguCN2shh5tnw5LaazBfdcb/Va-960x550/v1/c870x524.webp
https://www.groupon.es/deals/escuela-de-baile-ovat-1,,https://img.grouponcdn.com/deal/2X1mmodrPjM9u76q9sgQXh442hL6/2X-700x420/v1/c870x524.webp
https://www.groupon.es/deals/ar-sumiller-asesor-ii-1,"Qué incluye:
Una cata de vino a elegir para 2 personas
Duración: 1 hora
Los grupos serán de 12 personas máximo y las mesas de 6 personas máximo
Cata de 4 quesos con 4 vinos y guarniciones:
Comenzará con una breve explicación de los cuatro quesos que se van a maridar de los cuatro vinos y las guarniciones
En todas las catas habrá por lo menos uno que haya ganado un premio al mejor queso del Mundo
En cuanto a los vinos serán un verdejo, un roble de ribera del Duero con cuerpo y con fruta elaborado en Quintanilla de Onésimo, un Marqués de Murrieta Reserva de Rioja y un vino natural dulce de variedad de uva shiraz
Se sigue con una pequeña introducción sobre el maridaje
A continuación se pasa a catar cada queso con el vino que se recomienda para maridar y explicar las razones por la que creemos que lo hacen
Cada queso irá además acompañado de una guarnición para completar la experiencia del maridaje
Cata de 7 vinos con aromas y jamón ibérico de Bellota:
Se puede trabajar con ""le nez du vin"" un juego de 54 aromas ayudando a apreciar mejor los aromas de los vinos y un ejemplo de maridaje con uno de los vinos blancos y los tintos y jamón ibérico de Bellota
Los vinos serán españoles y seleccionados en función de lo que aportan a la cata: aromas, maridaje, etc.
Se habla sobre la elaboración de vino, de cata, de maridaje
El jamón que lleva esta cata por pareja es media ración de Jamón Ibérico de Bellota de la marca Beher que ha ganado el premio al mejor jamón del mundo
Se prohíbe el consumo de bebidas alcohólicas a los menores de 18 años.",https://img.grouponcdn.com/deal/qe8XXbAh6dVPnPv6CQVtLFSzRm2/qe-2048x1229/v1/c870x524.webp
https://www.groupon.es/deals/bodega-los-porches,"Descubre la exquisita y amplia selección de vinos de su bodega.
Detalle de la experiencia:
La visita se realiza en grupos reducidos de 10 a 15 personas durante hora y media aproximadamente
Para 1, 2, 4 o 6 personas
Se llevará a cabo una explicación así como degustación de:
Dos vinos: un Rioja y un Ribera del Duero
Degustación de aceites de oliva extra virgen
Rueda de deliciosos Ibéricos de la tierra: jamón, chorizo, salchichón ibérico y queso manchego
Pan Tumaca
Puedes descubrir la selección de sus vinos aquí
Se prohíbe el consumo de bebidas alcohólicas a los menores de 18 años.",https://img.grouponcdn.com/deal/2w2kXm66bTEwGcEs7AHzjwCBhnwG/2w-904x542/v1/c870x524.webp
https://www.groupon.es/deals/bodega-del-nero-1,"Visita tradicional o prémium a bodega
Cata de vino y degustación de quesos


Es guiada y acompañada por algún miembro de la familia
Se explica el proceso de elaboración de vinos, su historia, anécdotas y curiosidades
La duración aproximada es de entre 1 y 2 horas


Comienza en el patio con una pequeña introducción
Se accede a la sala de entrada y se observan instrumentos, herramientas y objetos que se han utilizado y se utilizan en la bodega
Se explica la historia familiar de 5 generaciones de bodegueros
Se accede ala sala de tinajas, donde se contemplan las tinajas de barro de más de 100 años de antigüedad
Se explica el proceso de elaboración
Se accede a la sala de barricas, donde se revela el proceso de elaboración de los vinos de crianza, sus diferentes características, formatos, técnicas y curiosidades
Se visita la sala de depósitos de gran capacidad y la vieja habitación del aceite
El recorrido termina en la Cueva del Vinagre, que es el lugar donde se elabora el vinagre de tina, antiguo vinagre de la familia
Por último, se da comienzo a la cata de 2 de sus vinos y degustación de queso:
Neri tinto
Neri blanco
Queso de Chinchón de la Rosa Amarilla
Se prohíbe el consumo de bebidas alcohólicas a los menores de 18 años.",https://img.grouponcdn.com/deal/39SuZXqyvRQsG6XV4xNZvX6ChW4g/39-2048x1228/v1/c870x524.webp
https://www.groupon.es/deals/bodegasjesusdiazehijos-1,"Visita guiada al recinto y cata en bodega de más de 100 años:
Visita al recinto de las bodegas Jesús Díaz e Hijos descubriendo toda su historia y procesos para la producción de vinos artesanales
La cata se realiza desde el salón o el patio castellano al aire libre, así como en la bodega de las tinajas o en la cueva para grupos reducidos y exclusivos
Para disfrutar de unas vistas de todo el valle que lleva a Aranjuez
Cata de 3 vinos:
Blanco Jesús Díaz e hijos
Rosado Jesús Díaz e hijos
Tinto Jesús Díaz e hijos
Picoteo:
Patatas fritas
Picos de panes
Cómo llegar:
Se puede llegar en el autobús 337 que sale desde Conde de Casal en Madrid y va destino a Colmenar de Oreja donde hay que bajar en la parada de ''estación de autobuses'', la parada del destino
*Se prohíbe el consumo de bebidas alcohólicas a los menores de 18 años.",https://img.grouponcdn.com/deal/9BvvPxYKrETb9AHruJaP9pbbCTh/9B-2048x1229/v1/c870x524.webp
https://www.groupon.es/deals/bodega-pedro-garcia-1,,https://img.grouponcdn.com/deal/HZGdAg4h5Ti5XqKP6nsjNHEigb3/HZ-701x420/v1/c870x524.webp
https://www.groupon.es/deals/bodega-restaurante-narciso-figueroa,"Qué incluye: visita a bodega y cuevas del S.XVII para 2, 4 o 6 personas con cata de tres vinos y picoteo
Duración de la visita: 60 minutos.
La cata de vinos consta de un vino por persona entre las siguientes variedades:
Vino blanco
Vino tinto
Vino rosado
Picoteo",https://img.grouponcdn.com/deal/2pc3rmoEgpQCK8x9hCPnaFEFBbbe/2p-1600x960/v1/c870x524.webp
https://www.groupon.es/deals/gl-teatro-amaya-143,,https://img.grouponcdn.com/deal/2DPBaim6M3eZGbsm5BDNCVbyCkfT/2D-890x534/v1/c870x524.webp
https://www.groupon.es/deals/gl-tuppersex-6,,https://img.grouponcdn.com/deal/2ZdghVv4xZy7Q2W3ZPky3F75XxSx/2Z-700x420/v1/c870x524.webp
https://www.groupon.es/deals/gl-teatro-flamenco-de-madrid-62,,https://img.grouponcdn.com/deal/jmkpJYeRC349cq8Z84JrZTpiRQS/jm-960x576/v1/c870x524.webp
https://www.groupon.es/deals/gl-beer-sex-night,"Entrada para el monólogo Beer & Sex Night de la licenciada Cecilia Ce:
Público: adulto +18
Duración: 1 hora y 30 minutos
Teatro: Teatro Alcalá SALA 2
Dirección teatro: C/ Jorge Juan, 62
Funciones:
Viernes 26 de mayo del 2023
Sábado 27 de mayo del 2023
Sinopsis:
Un show de ciencia sexo y humor, para derribar mitos y vivir una sexualidad plena consensuada y segura
Ficha técnica:
Licenciada Cecilia Ce",https://img.grouponcdn.com/deal/2b2cqNvfAmVDagA6dqSWToQre8eX/2b-1791x1074/v1/c870x524.webp
https://www.groupon.es/deals/gl-teatro-flamenco-de-madrid-61,"Qué incluye: una entrada para una persona para el espectáculo de ""Emociones"" en el Teatro Flamenco de Madrid
Tipo de asiento: entradas sin numerar
Público recomendado: para todos los públicos
Duración: 60 minutos
Excepciones: entrada gratuita para los menores de 6 años
Fechas disponibles: de lunes a domingo las 18 h y a las 20 h
Sinopsis:
En el Teatro Flamenco Madrid disfrutarás de una experiencia única: descubrir la auténtica esencia del flamenco. Es el primer teatro dedicado en exclusiva a este género reconocido Patrimonio Inmaterial de la Humanidad por la UNESCO.
Con el propósito de acercar el flamenco a todos los públicos, además de conciertos de reconocidos artistas, cuenta en su programación diaria, de lunes a domingo, con Emociones un espectáculo de cante, baile y guitarra con un elenco de artistas de primer nivel que recorren los principales estilos del flamenco. En el marco único de la sala de un teatro y a la luz de las velas, un ambiente tan íntimo y acogedor que recuerda a los míticos cafés cantantes despierta la magia que conecta al espectador con el artista.",https://img.grouponcdn.com/deal/jmkpJYeRC349cq8Z84JrZTpiRQS/jm-960x576/v1/c870x524.webp
https://www.groupon.es/deals/hccsportcars-5,"Con este cupón queremos que disfrutes de una experiencia única al volante de un deportivo. Si quieres descargar estrés y liberar adrenalina, ¿a qué esperas?
Elige entre tres opciones
Bautismo de conducción de 7 km en un Porsche 911 o Corvette C-6 Carrera para una persona por 29 €
Ruta de conducción de 14 km en un Ferrari (ida) y Porsche (vuelta) o Lamborghini (ida) y Corvette C-6 Carrera (vuelta) por 99 €
Ruta de conducción de 40 km en un Ferrari (ida) y Porsche (vuelta) o Lamborghini (ida) y Corvette C-6 Carrera (vuelta) por 169 €
En el centro Norte (Navarra) solo se podrá utilizar el Ferrari y Lamborghini (opción 2 y 3)
Tu experiencia
Bautismo de conducción
Elige entre un Porsche 911 o Corvette C-6.
Ruta de 7 km.
Trayecto de 15 minutos aprox. de duración en carretera virada (en perfecto estado) y tramo de autovía.
Trayectos sin apenas tráfico, idóneos para probar todos los estilos de conducción.
Ruta de 14 o 40 km
Ruta por carretera virada en perfecto estado y tramo de autovía, toda la experiencia sin apenas tráfico, en plena naturaleza, para descubrir todos sus estilos de conducción. 
La experiencia consiste en ver el funcionamiento y la potencia que desarrollan las mejores máquinas del mundo del motor a más de 7.000 rpm.
¿Qué coche quieres conducir?
Porsche 911 Carrera
Velocidad punta: 300 km/h
Tracción trasera
Potencia 380 cv.
Motor Boxer
Cambio manual sport
Aceleración de 0 a 200 14,9’
Corvette C-6 Carrera
Velocidad punta: 301 km/h
Tracción trasera
Potencia: 404cv
Motor: 6.000 cc V8
Cambio automático secuencial
Aceleración de 0 a 200: 15,6’
Aceleración de 0 A 100: 4,1’
Ferrari F-430 Spider
Velocidad punta: 310 km/h
Tracción trasera
Potencia 490 cv.
Par Motor: 470
Motor V8 a 90º
Cambio secuencial F1
Aceleración de 0 a 100 4’
Aceleración de 0 a 200 14’
HCC Sport Cars
Empresa española especializada en la planificación y realización de rutas a medida, con más de 6 años de experiencia, que te permite conocer entornos privilegiados al volante de coches deportivos. Todo, acompañado por un instructor profesional que te guiará en todo el trayecto.",https://img.grouponcdn.com/deal/sdjn9gDumqzjXFB2L7D7fAK6h1M/sd-1217x731/v1/c870x524.webp
